1	1	1
2761	7	1
16000	17	1
1513	115	1
3311	1281	1
3995	1281	1
4199	1281	1
4404	1281	1
5961	1281	1
6090	1281	1
6901	4060	1
6980	1281	1
9004	1281	1
9218	1281	1
1525	115	1
9273	1281	1
11829	1281	1
16176	1281	1
6901	5964	1
5859	1282	1
2557	1283	1
2558	1283	1
3143	1283	1
3356	1283	1
9251	1283	1
1740	115	1
6901	3139	1
1320	1284	1
1398	1284	1
1457	1284	1
1490	1284	1
6901	8999	1
1496	1284	1
1284	1537	1
1813	1284	1
2248	1284	1
1822	115	1
2514	1284	1
2635	1284	1
2710	1284	1
2786	1284	1
2824	1284	1
2834	1284	1
3060	1284	1
3131	1284	1
3342	1284	1
3362	1284	1
1823	115	1
3592	1284	1
3657	1284	1
3737	1284	1
3832	1284	1
4162	1284	1
4669	1284	1
4770	1284	1
4954	1284	1
5136	1284	1
5153	1284	1
2694	115	1
5402	1284	1
5772	1284	1
9121	1284	1
6901	13783	1
6901	8432	1
1285	1285	1
1425	1285	1
1430	1285	1
2421	1285	1
2545	1285	1
2767	115	1
2641	1285	1
4092	1285	1
4094	1285	1
4191	1285	1
4199	1285	1
5026	1285	1
5667	1285	1
6901	2877	1
10406	1285	1
11803	1285	1
2820	115	1
1796	1286	1
1808	1286	1
6901	4552	1
6901	9318	1
2341	1286	1
2511	1286	1
6901	8298	1
6901	3280	1
3100	1286	1
6901	1617	1
2989	115	1
3615	1286	1
5984	4782	1
6400	4782	1
1263	4782	1
4241	18669	1
4241	13692	1
4241	5280	1
7205	1286	1
4241	1166	1
8928	1286	1
3511	115	1
4241	18086	1
4241	6416	1
4241	15690	1
1286	241	1
4241	9205	1
1287	1287	1
1301	1287	1
1381	1287	1
1398	1287	1
1470	1287	1
16375	17	1
6980	115	1
1475	1287	1
1498	1287	1
1698	1287	1
1819	1287	1
2496	1287	1
1287	2777	1
2784	1287	1
2786	1287	1
3311	1287	1
3312	1287	1
903	116	1
3596	1287	1
4228	1287	1
4404	1287	1
4669	1287	1
5062	1287	1
5156	1287	1
5480	1287	1
8924	1287	1
9155	1287	1
11601	1287	1
1080	116	1
16053	1287	1
16097	1287	1
18100	1287	1
1288	1288	1
1320	1288	1
1288	1819	1
2314	1288	1
2510	1288	1
2514	1288	1
2859	1288	1
1425	116	1
3139	1288	1
3167	1288	1
1288	3199	1
4603	1288	1
9033	1288	1
16849	1289	1
5540	1290	1
5665	1290	1
5888	1290	1
1455	1291	1
1740	116	1
1827	1291	1
5957	1291	1
15914	1291	1
2729	1292	1
2784	1292	1
3714	1292	1
5130	1292	1
5149	1292	1
7784	7784	1
3427	1293	1
408	117	1
3822	1293	1
4558	1293	1
1475	1295	1
1809	1295	1
5706	1295	1
2863	1296	1
3891	1296	1
4408	1296	1
5345	1296	1
409	117	1
6735	1296	1
9436	1296	1
15273	1296	1
1297	1297	1
1867	1297	1
1889	1297	1
2570	1297	1
2780	1297	1
3076	1297	1
3237	1297	1
765	117	1
8369	1297	1
1298	1298	1
1305	1298	1
1901	1298	1
2765	1298	1
6828	1298	1
4241	2866	1
1681	1299	1
2405	1299	1
2740	1299	1
880	117	1
2997	1299	1
3371	1299	1
6117	1299	1
7385	1299	1
15214	1299	1
2363	1300	1
2364	1300	1
2824	1300	1
3446	1300	1
1750	117	1
1301	1301	1
1320	1301	1
1301	1398	1
1425	1301	1
1430	1301	1
1475	1301	1
1490	1301	1
1301	1501	1
1301	2248	1
2378	1301	1
16446	17	1
1819	117	1
2496	1301	1
2510	1301	1
1301	2514	1
2527	1301	1
1301	2570	1
2710	1301	1
2780	1301	1
2799	1301	1
2834	1301	1
2859	1301	1
2073	117	1
2941	1301	1
3131	1301	1
3135	1301	1
1301	3199	1
3362	1301	1
3479	1301	1
1301	3583	1
3926	1301	1
1301	3945	1
10245	4782	1
5167	117	1
1301	4028	1
4094	1301	1
4199	1301	1
4248	1301	1
4927	1301	1
5392	1301	1
5396	1301	1
5558	1301	1
1301	5667	1
5772	1301	1
11384	117	1
5866	1301	1
5926	1301	1
6571	1301	1
6572	1301	1
1301	6849	1
9033	1301	1
9765	1301	1
9819	1301	1
10406	1301	1
10942	1301	1
150	118	1
11888	1301	1
12203	1301	1
16097	1301	1
16834	1301	1
1302	1302	1
1305	1302	1
1409	1302	1
1518	1302	1
1574	1302	1
1702	1302	1
1078	118	1
1793	1302	1
1796	1302	1
1804	1302	1
1809	1302	1
1839	1302	1
2061	1302	1
2436	1302	1
2437	1302	1
2511	1302	1
2534	1302	1
1475	118	1
2566	1302	1
2777	1302	1
2779	1302	1
2829	1302	1
2941	1302	1
2995	1302	1
3031	1302	1
3100	1302	1
3137	1302	1
3221	1302	1
3520	118	1
3251	1302	1
3343	1302	1
3438	1302	1
3463	1302	1
3479	1302	1
3554	1302	1
3570	1302	1
3927	1302	1
4023	1302	1
4070	1302	1
5153	118	1
4078	1302	1
4206	1302	1
4266	1302	1
4378	1302	1
4380	1302	1
4386	1302	1
4395	1302	1
4517	1302	1
5140	1302	1
5349	1302	1
120	120	1
5668	1302	1
5895	1302	1
6007	1302	1
6320	1302	1
6817	1302	1
6829	1302	1
6888	1302	1
7129	1302	1
7455	1302	1
8835	1302	1
3196	3950	1
289	120	1
8928	1302	1
8950	1302	1
9045	1302	1
9201	1302	1
9310	1302	1
9467	1302	1
9820	1302	1
9896	1302	1
10845	1302	1
11768	1302	1
344	120	1
16029	1302	1
16045	1302	1
16360	1302	1
18082	1302	1
4055	4782	1
4026	4782	1
6774	4782	1
10166	4782	1
13049	4782	1
2964	4782	1
345	120	1
15248	4782	1
4381	9281	1
2619	1303	1
2995	1303	1
3100	1303	1
3343	1303	1
4380	1303	1
9820	1303	1
16360	1303	1
2511	1304	1
346	120	1
2732	1304	1
2995	1304	1
3100	1304	1
3343	1304	1
4206	1304	1
4395	1304	1
6888	1304	1
7455	1304	1
9820	1304	1
16360	1304	1
384	120	1
4381	2995	1
1801	1305	1
2098	1305	1
2372	1305	1
3336	1305	1
3543	1305	1
6007	1305	1
4381	3356	1
1492	1307	1
553	120	1
4381	7895	1
1309	1308	1
1498	1308	1
1500	1308	1
1501	1308	1
2484	1308	1
9011	1308	1
554	120	1
5406	1309	1
2534	1310	1
3143	1310	1
4015	1310	1
4016	1310	1
4380	1310	1
5610	1310	1
6780	1310	1
4381	9284	1
2718	1311	1
798	120	1
4353	1311	1
6124	1311	1
9631	1311	1
4381	7284	1
2718	1312	1
4353	1312	1
6124	1312	1
9631	1312	1
2225	1313	1
2534	1313	1
1006	120	1
2718	1313	1
2995	1313	1
3221	1313	1
3356	1313	1
3374	1313	1
4353	1313	1
4380	1313	1
6124	1313	1
9631	1313	1
2995	1319	1
1281	120	1
3221	1319	1
4380	1319	1
4587	1319	1
4687	1319	1
5014	1319	1
5015	1319	1
5017	1319	1
6901	1319	1
1320	1320	1
7784	3500	1
79	18	1
1461	120	1
1398	1320	1
1475	1320	1
1490	1320	1
1495	1320	1
1746	1320	1
1809	1320	1
1819	1320	1
1827	1320	1
1866	1320	1
2248	1320	1
1964	120	1
2301	1320	1
2514	1320	1
2543	1320	1
2694	1320	1
2740	1320	1
2780	1320	1
2900	1320	1
3060	1320	1
3131	1320	1
3340	1320	1
2416	120	1
3362	1320	1
3596	1320	1
3916	1320	1
3926	1320	1
4133	1320	1
4268	1320	1
4387	1320	1
4404	1320	1
3763	5431	1
4762	1320	1
3242	120	1
5026	1320	1
3763	628	1
5587	1320	1
5955	1320	1
6100	1320	1
2780	8924	1
6372	1320	1
7304	1320	1
4381	1658	1
9922	120	1
16021	1320	1
16463	1320	1
3612	1321	1
4056	1321	1
4163	1321	1
10192	1321	1
12480	1321	1
3414	1322	1
3795	1322	1
9289	1322	1
6311	1463	1
1323	1323	1
1398	1323	1
1443	1323	1
1498	1323	1
1825	1323	1
2060	1323	1
2130	1323	1
2406	1323	1
2661	1323	1
2694	1323	1
6311	10145	1
3019	1323	1
3127	1323	1
3382	1323	1
3414	1323	1
3537	1323	1
3565	1323	1
3606	1323	1
3795	1323	1
3825	1323	1
3855	1323	1
287	121	1
3972	1323	1
4056	1323	1
4108	1323	1
4162	1323	1
4163	1323	1
5253	1323	1
5375	1323	1
5559	1323	1
5706	1323	1
9207	1323	1
292	121	1
9289	1323	1
9302	1323	1
9321	1323	1
9406	1323	1
9433	1323	1
10192	1323	1
10227	1323	1
10458	1323	1
10869	1323	1
11005	1323	1
293	121	1
11763	1323	1
11894	1323	1
11937	1323	1
12479	1323	1
12480	1323	1
13573	1323	1
14371	1323	1
15244	1323	1
16833	1323	1
4381	5119	1
80	18	1
554	121	1
17973	1323	1
18100	1323	1
4381	1872	1
4381	18086	1
3346	1324	1
11966	1324	1
1374	1325	1
1498	1325	1
1525	1325	1
1903	1325	1
733	121	1
4910	1325	1
8910	1325	1
4381	792	1
1787	1326	1
3800	1326	1
9212	1326	1
9299	1327	1
4381	3982	1
1891	1328	1
8880	1328	1
1461	121	1
1329	1329	1
1329	1459	1
1329	15920	1
1574	1330	1
3100	1330	1
6163	1330	1
8491	1330	1
16041	1330	1
2583	1331	1
2537	1332	1
3335	121	1
2760	1332	1
1334	1334	1
1810	1334	1
2608	1334	1
2818	1334	1
2819	1334	1
4424	1334	1
5502	1334	1
4381	1619	1
2798	1335	1
6311	3736	1
4380	1335	1
6097	1335	1
1336	9251	1
2788	1337	1
3399	1337	1
3605	1337	1
5343	1337	1
1342	1338	1
3242	1341	1
8855	121	1
5972	1341	1
18285	1341	1
4381	15650	1
9506	1342	1
4381	216	1
4381	7606	1
4381	1617	1
11936	1343	1
4381	3811	1
122	122	1
6170	4782	1
1347	1345	1
2666	1345	1
3276	1345	1
1456	1346	1
1574	1346	1
1796	1346	1
2436	1346	1
2437	1346	1
2479	1346	1
803	122	1
2867	1346	1
3247	1346	1
3382	1346	1
3570	1346	1
4070	1346	1
4078	1346	1
4533	1346	1
5258	1346	1
5418	1346	1
1006	122	1
6156	1346	1
6780	1346	1
6794	1346	1
7185	1346	1
7521	1346	1
8950	1346	1
9118	1346	1
9123	1346	1
